1,1.011,1.04,1.002,0.666,0.318,0.136,0.083,0.086,0.091,0.992,0.991,0.906,0.777,0.455,0.216,0.154,0.1,0.101,0.067,0.999,0.983,0.986,0.875,0.534,0.185,0.086,0.066,0.068,0.074,0.999576611,0.985768037,0.973739981,0.921136859,0.587756136,0.310939106,0.190978159,0.104481648,0.158646737,0.167781031,0.99770801,0.993164312,0.9608958,0.858143088,0.561180361,0.270163859,0.139464632,0.095715431,0.078911937,0.072037119
1,1,0.846,0.741,0.641,0.474,0.255,0.124,0.116,0.13,0.992,0.962,0.812,0.57,0.464,0.283,0.215,0.144,0.145,0.112,0.999,0.983,0.881,0.768,0.608,0.39,0.205,0.123,0.088,0.086,0.999576611,0.968720014,0.968189133,0.909018215,0.761943989,0.555268202,0.349029006,0.200653965,0.214783743,0.216841765,0.99770801,0.972580407,0.957893778,0.897319756,0.812330386,0.586522689,0.343856943,0.138109764,0.07856886,0.079305983
1,1.107,1.126,1.152,1.063,0.765,0.324,0.152,0.137,0.144,0.992,1.002,0.912,0.814,0.653,0.494,0.298,0.179,0.137,0.11,0.999,0.989,0.98,0.931,0.715,0.422,0.171,0.1,0.097,0.093,0.999576611,0.987886681,1.035689133,1.044018215,0.986527323,0.933184868,0.829029006,0.704820631,0.604367076,0.571425099,0.99770801,0.978599377,0.9358958,0.890272958,0.746180361,0.455469054,0.275899697,0.172150496,0.145347002,0.119472184
1,0.975,0.956,0.839,0.506,0.386,0.21,0.136,0.127,0.135,0.992,0.964,0.907,0.642,0.401,0.263,0.198,0.138,0.116,0.081,0.999,0.993,0.976,0.791,0.482,0.279,0.157,0.123,0.108,0.114,0.999576611,1.00167456,0.994628527,0.882048518,0.802209141,0.695684868,0.518725976,0.489214571,0.483230713,0.519606917,0.99770801,1.00130806,0.99678689,0.898895673,0.607402371,0.3959344,0.255130561,0.173864415,0.134606522,0.115037587
1,1.559,0.955,1.173,0.963,0.84,0.56,0.365,0.261,0.211,0.992,0.976,0.818,0.702,0.538,0.313,0.21,0.159,0.139,0.117,0.999,1.033,0.938,0.899,0.683,0.429,0.314,0.223,0.158,0.149,0.999576611,1.227886681,1.125689133,1.099018215,1.084027323,0.670684868,0.504029006,0.324820631,0.381867076,0.326425099,0.99770801,1.293599377,0.8658958,0.957272958,0.647180361,0.457469054,0.285899697,0.217150496,0.142347002,0.122472184
1,0.872,0.834,0.857,0.768,0.51,0.281,0.196,0.163,0.152,0.992,1.076,0.913,0.927,0.603,0.378,0.345,0.244,0.189,0.382,0.999,0.993,0.918,0.949,0.713,0.539,0.254,0.283,0.178,0.179,0.999576611,1.007886681,1.036689133,1.026018215,1.060027323,0.900684868,0.792029006,0.820820631,0.693867076,0.969425099,0.99770801,1.005599377,0.8978958,0.676272958,0.473180361,0.277469054,0.205899697,0.160150496,0.140347002,0.132472184
1,1.01,1.041,1.042,0.937,0.734,0.426,0.289,0.231,0.206,0.992,1.016,0.913,0.857,0.773,0.648,0.425,0.304,0.179,0.162,0.999,1.058,1.058,0.971,0.786,0.535,0.333,0.213,0.168,0.169,0.999576611,0.907886681,0.990689133,0.964018215,0.814027323,0.520684868,0.314029006,0.264820631,0.301867076,0.341425099,0.99770801,1.03595652,1.000538658,0.948987244,0.811180361,0.666040482,0.485113983,0.291364782,0.195632716,0.178757898
1,0.86,0.951,1.008,1.015,0.933,0.834,0.679,0.535,0.479,0.992,0.894,0.915,0.957,0.946,0.854,0.719,0.491,0.366,0.481,0.999,0.968,1.021,0.952,0.922,0.746,0.712,0.539,0.461,0.374,0.999576611,0.887886681,0.890689133,0.924018215,0.894027323,0.820684868,0.594029006,0.444820631,0.321867076,0.301425099,0.99770801,0.955599377,0.8858958,0.860772958,0.788680361,0.759969054,0.686899697,0.545650496,0.528847002,0.471972184
1,1.199,1.175,1.133,0.903,0.575,0.315,0.265,0.196,0.216,0.992,1.044,0.865,0.689,0.481,0.378,0.275,0.176,0.194,0.182,0.999,0.974,0.901,0.704,0.454,0.284,0.187,0.124,0.111,0.109,0.999576611,1.122886681,1.365689133,1.174018215,1.214027323,1.125684868,0.954029006,1.019820631,0.771867076,1.201425099,0.99770801,1.00593271,0.9728958,0.879272958,0.684847028,0.462469054,0.291566364,0.181150496,0.140013669,0.116805517
1,0.878,0.885,0.845,0.493,0.276,0.114,0.072,0.082,0.089,0.992,0.971,1.022,0.922,0.573,0.273,0.172,0.124,0.113,0.086,0.999,0.965,0.988,0.874,0.538,0.181,0.079,0.06,0.065,0.071,0.999576611,0.988450061,0.968048288,0.898173145,0.747337182,0.368713037,0.219029006,0.113693871,0.155740316,0.133784254,0.99770801,0.976452395,0.966237008,0.871028863,0.548083248,0.21229845,0.106217282,0.080053383,0.058591096,0.061716278
1,1.007,1,1.025,1.008,0.795,0.436,0.228,0.169,0.157,0.992,1.014,0.951,0.863,0.691,0.494,0.329,0.23,0.145,0.112,0.999,0.994,0.974,0.918,0.743,0.487,0.29,0.163,0.122,0.114,0.999576611,1.012886681,0.985689133,0.904018215,0.864027323,0.655684868,0.484029006,0.194820631,0.186867076,0.191425099,0.99770801,0.915921958,0.934766768,0.866660055,0.757793264,0.507469054,0.360125503,0.254118238,0.187153454,0.148988313
1,0.95,0.948,0.944,0.872,0.662,0.301,0.147,0.126,0.113,0.992,0.962,0.947,0.911,0.786,0.551,0.32,0.198,0.142,0.104,0.999,1.004,1.023,0.971,0.865,0.649,0.392,0.219,0.124,0.117,0.999576611,0.992261681,1.059439133,1.044643215,1.017152323,0.793809868,0.475279006,0.244820631,0.260617076,0.196425099,0.99770801,1.023757272,1.021685274,0.954062431,0.81881194,0.641942738,0.391110223,0.193676812,0.11029437,0.081314289
1,1.104,0.994,0.862,0.676,0.342,0.151,0.107,0.108,0.114,0.992,0.998,0.744,0.556,0.39,0.295,0.233,0.176,0.144,0.131,0.999,0.96,0.826,0.607,0.395,0.2,0.093,0.08,0.078,0.081,0.999576611,1.029553348,0.9804808,0.833184882,0.704027323,0.411726535,0.235279006,0.185237298,0.208117076,0.199133432,0.99770801,0.993099377,0.8608958,0.675772958,0.431180361,0.239969054,0.136899697,0.110650496,0.086347002,0.086972184
1,1.247,1.235,1.168,1.028,0.397,0.178,0.105,0.096,0.106,0.992,1.025,0.784,0.692,0.48,0.261,0.18,0.127,0.131,0.078,0.999,1.063,1.014,0.966,0.625,0.236,0.111,0.08,0.075,0.08,0.999576611,0.990495376,0.987428264,0.989452998,0.862070801,0.600467477,0.437507267,0.326559762,0.329040989,0.331207707,0.99770801,1.031313663,0.973752943,0.886844386,0.623323218,0.275326197,0.16475684,0.111721925,0.088489859,0.075900755
1,0.861,0.769,0.569,0.357,0.236,0.102,0.069,0.08,0.098,0.992,0.994,0.893,0.572,0.384,0.253,0.171,0.128,0.125,0.102,0.999,0.968,0.726,0.389,0.291,0.139,0.074,0.063,0.068,0.081,0.999576611,0.990029538,0.972593895,0.864494405,0.804265418,0.661161059,0.509267102,0.394582536,0.327343267,0.368329861,0.99770801,0.97393271,0.769229134,0.513272958,0.327847028,0.210802387,0.126899697,0.089817163,0.078013669,0.082805517
1,1.192,1.093,0.912,0.458,0.41,0.246,0.15,0.128,0.131,0.992,1.007,0.91,0.689,0.463,0.338,0.244,0.178,0.152,0.112,0.999,1.025,0.923,0.728,0.353,0.204,0.109,0.082,0.096,0.099,0.999576611,0.995029538,0.949260562,0.934018215,0.872598751,0.693542011,0.532600435,0.476249203,0.453295648,0.475710813,0.99770801,0.900599377,0.859229134,0.799939624,0.517847028,0.340802387,0.223566364,0.14648383,0.118013669,0.102805517
